AU;AF;CR;AB;AR;BE;BN;BP;C1;C3;CA;CL;CT;CY;DA;DE;DI;DT;EA;EF;EI;EM;EP;ER;FU;FX;GA;GP;HO;ID;IS;J9;JI;LA;NR;OA;OI;PA;PD;PG;PI;PM;PN;PT;PU;PY;RI;RP;SC;SE;SN;SO;SP;TC;TI;U1;U2;UT;VL;WC;WE;Z9;C1raw;DB;AU_UN;AU1_UN;AU_UN_NR;SR_FULL;SR
191114105;191114105;;;;;;;BK;;;;;;31/12/2024;interpersonal;;;;;;;;;;;;;;interpersonal;;;;;;;;;20221;;;;;;;2022;;;;;;;;;KOMPETENSI INTERPERSONAL PADA MAHASISWA PTS YANG BERADA DI HKBP YOGYAKARTA;;;;;;;;;;;;;;
191114021;191114021;;;;;;;BK;;;;;;31/12/2024;tanggung jawab belajar;;;;;;;;;;;;;;tanggung jawab belajar;;;;;;;;;20221;;;;;;;2022;;;;;;;;;"""PERBEDAAN TANGGUNG JAWAB BELAJAR PADA SISWA DAN SISWI SEKOLAH MENENGAH PERTAMA YOS SUDARSO CIGUGUR TAHUN AJARAN 2023/2024""";;;;;;;;;;;;;;
191114084;191114084;;;;;;;BK;;;;;;31/12/2024;"begadang; studi kasus";;;;;;;;;;;;;;"begadang; studi kasus";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PERILAKU BEGADANG DI KALANGAN MAHASISWA (STUDI KASUS TERHADAP EMPAT MAHASISWA BIMBINGAN DAN KONSELING ANGKATAN 2021 UNIVERSITAS SANATA DHARMA) ;;;;;;;;;;;;;;
201114066;201114066;;;;;;;BK;;;;;;31/12/2024;"resiliensi; overthinking";;;;;;;;;;;;;;"resiliensi; overthinking";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA RESILIENSI DENGAN OVERTHINKING PADA REMAJA;;;;;;;;;;;;;;
201114032;201114032;;;;;;;BK;;;;;;31/12/2024;"regulasi emosi; penari tradisional; tari klasik; studi kasus";;;;;;;;;;;;;;"regulasi emosi; penari tradisional; tari klasik; studi kasus";;;;;;;;;20231;;;;;;;2023;;;;;;;;;REGULASI EMOSI PADA PENARI TRADISIONAL TARI KLASIK GAYA YOGYAKARTA (STUDI KASUS PADA MAHASISWA SENI TARI ISI YOGYAKARTA));;;;;;;;;;;;;;
201114100;201114100;;;;;;;BK;;;;;;31/12/2024;"resiliensi; putus cinta";;;;;;;;;;;;;;"resiliensi; putus cinta";;;;;;;;;20231;;;;;;;2023;;;;;;;;;RELISIENSI REMAJA DEWASA AWAL PASCA PUTUS CINTA (STUDI FENOMENOLOGI PADA MAHASISWA YANG TERLEPAS DARI TOXIC RELATIONSHIP);;;;;;;;;;;;;;
201114104;201114104;;;;;;;BK;;;;;;31/12/2024;"hiperrealitas; interaksi parasosial; k-pop";;;;;;;;;;;;;;"hiperrealitas; interaksi parasosial; k-pop";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HIPERREALITAS DALAM INTERAKSI PARASOSIAL PADA MAHASISWA PENGGEMAR K-POP DI YOGYAKARTA (STUDI FENOMENOLOGI);;;;;;;;;;;;;;
201114048;201114048;;;;;;;BK;;;;;;31/12/2024;"keunggualan pribadi; panti asuhan; studi kasus";;;;;;;;;;;;;;"keunggualan pribadi; panti asuhan; studi kasus";;;;;;;;;20231;;;;;;;2023;;;;;;;;;NILAI-NILAI KEUNGGULAN PRIBADI SEORANG MAHASISWA PANTI ASUHAN (STUDI KASUS PADA SEORANG MAHASISWA YANG BERLATAR BELAKANG SEBAGAI ANAK ASUH DI PANTI ASUHAN REKSO PUTRO;;;;;;;;;;;;;;
201114062;201114062;;;;;;;BK;;;;;;31/12/2024;"agresivitas; jenis kelamin";;;;;;;;;;;;;;"agresivitas; jenis kelamin";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN TINGKAT AGRESIVITAS SISWA DITINJAU DARI JENIS KELAMIN DI SEKOLAH PENDIDIKAN KARAKTER;;;;;;;;;;;;;;
201114013;201114013;;;;;;;BK;;;;;;31/12/2024;"kebahagiaan; full day school; jenis kelamin";;;;;;;;;;;;;;"kebahagiaan; full day school; jenis kelamin";;;;;;;;;20231;;;;;;;2023;;;;;;;;;TINGKAT KEBAHAGIAAN SISWA DENGAN SISTEM FULL DAY SCHOOL DITINJAU DARI JENIS KELAMIN LAKI-LAKI DAN PEREMPUAN;;;;;;;;;;;;;;
201114095;201114095;;;;;;;BK;;;;;;31/12/2024;"kematangan emosional; pola asuh permisif; jenis kelamin";;;;;;;;;;;;;;"kematangan emosional; pola asuh permisif; jenis kelamin";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN TINGKAT KEMATANGAN EMOSIONAL MAHASISWA DENGAN POLA ASUH PERMISIF DITINJAU DARI JENIS KELAMIN;;;;;;;;;;;;;;
201114055;201114055;;;;;;;BK;;;;;;31/12/2024;"kecerdasan emosional; prokrastinasi";;;;;;;;;;;;;;"kecerdasan emosional; prokrastinasi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN KECERDASAN EMOSIONAL DENGAN PROKRASTINASI PADA PESERTA DIDIK KELAS X SMK PENERBANGAN AAG ADISUTJIPTO YOGYAKARTA;;;;;;;;;;;;;;
201114031;201114031;;;;;;;BK;;;;;;31/12/2024;"resiliensi; asrama; rumah; keluarga";;;;;;;;;;;;;;"resiliensi; asrama; rumah; keluarga";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN RESILIENSI SISWA YANG TINGGAL DI ASRAMA DENGAN TINGGAL DI RUMAH BERSAMA KELUARGA;;;;;;;;;;;;;;
201114099;201114099;;;;;;;BK;;;;;;31/12/2024;"penerimaan diri; pubertas; jenis kelamin";;;;;;;;;;;;;;"penerimaan diri; pubertas; jenis kelamin";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN TINGKAT PENERIMAAN DIRI PADA SISWA KELAS 7 SMP NEGERI 1 YOGYAKARTA DALAM MASA PUBERTAS DITINJAU DARI JENIS KELAMIN;;;;;;;;;;;;;;
201114105;201114105;;;;;;;BK;;;;;;31/12/2024;"manajemen stres akademik; jenis kelamin";;;;;;;;;;;;;;"manajemen stres akademik; jenis kelamin";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBANDINGAN MANAJEMEN STRES AKADEMIK DITINJAU BERDASARKAN JENIS KELAMIN PADA MAHASISWA TINGKAT AKHIR PROGRAM STUDI BIMBINGAN DAN KONSELING UNIVERSITAS SANATA DHARMA;;;;;;;;;;;;;;
201114109;201114109;;;;;;;BK;;;;;;31/12/2024;self compassion;;;;;;;;;;;;;;self compassion;;;;;;;;;20231;;;;;;;2023;;;;;;;;;TINGKAT SELF COMPASSION PADA MAHASISWA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS SANATA DHARMA YANG MENGALAMI TOXIC RELATIONSHIP BERPACARAN;;;;;;;;;;;;;;
191114048;191114048;;;;;;;BK;;;;;;31/12/2024;"manajemen waktu; kejenuhan belajar";;;;;;;;;;;;;;"manajemen waktu; kejenuhan belajar";;;;;;;;;20221;;;;;;;2022;;;;;;;;;HUBUNGAN ANTARA KEMAMPUAN MANAJEMEN WAKTU DENGAN KEJENUHAN BELAJAR PADA SISWA KELAS VIII DAN IX KKO DI SMP NEGERI 1 KALASAN;;;;;;;;;;;;;;
201114115;201114115;;;;;;;BK;;;;;;31/12/2024;"self esteem; fear of missing out";;;;;;;;;;;;;;"self esteem; fear of missing out";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN SELF ESTEEM DENGAN FEAR OF MISSING OUT PADA MAHASISWA BIMBINGAN DAN KONSELING UNIVERSITAS SANATA DHARMA ;;;;;;;;;;;;;;
201114114;201114114;;;;;;;BK;;;;;;31/12/2024;"kepercayaan diri; jenis kelamin; pemimpin";;;;;;;;;;;;;;"kepercayaan diri; jenis kelamin; pemimpin";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBANDINGAN TINGKAT KEPERCAYAAN DIRI ANTARA LAKI-LAKI DAN PEREMPUAN DALAM MENJADI PEMIMPIN ORGANISASI PADA MAHASISWA USD (UNIVERSITAS SANATA DHARMA) YOGYAKARTA;;;;;;;;;;;;;;
191114020;191114020;;;;;;;BK;;;;;;31/12/2024;"problem solving; gender";;;;;;;;;;;;;;"problem solving; gender";;;;;;;;;20221;;;;;;;2022;;;;;;;;;KEMAMPUAN PROBLEM SOVING SISWA DITINJAU DARI PERBEDAAN GENDER ;;;;;;;;;;;;;;
201114058;201114058;;;;;;;BK;;;;;;31/12/2024;"pola asuh demokratis; bertanggung jawab";;;;;;;;;;;;;;"pola asuh demokratis; bertanggung jawab";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN POLA ASUH DEMOKRATIS ORANG TUA DENGAN KARAKTER BERTANGGUNG JAWAB PADA ANAK (STUDI DESKRIPTIF KORELASI PADA SISWA DI SD NEGERI MAYANGAN);;;;;;;;;;;;;;
201114088;201114088;;;;;;;BK;;;;;;31/12/2024;"emotional quotient; penyesuaian diri; lingkungan sosial";;;;;;;;;;;;;;"emotional quotient; penyesuaian diri; lingkungan sosial";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA TINGKAT EMOTIONAL QUOTIENT DENGAN KEMAMPUAN PENYESUAIAN DIRI DI LINGKUNGAN SOSIAL YANG BARU PADA MAHASISWA PROGRAM STUDI BIMBINGAN DAN KONSELING;;;;;;;;;;;;;;
191114047;191114047;;;;;;;BK;;;;;;31/12/2024;"penerimaan diri; homoseksual";;;;;;;;;;;;;;"penerimaan diri; homoseksual";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PENERIMAAN DIRI PADA SEORANG HOMOSEKSUAL DEWASA AWAL;;;;;;;;;;;;;;
201114057;201114057;;;;;;;BK;;;;;;31/12/2024;"keterlibatan; dunia malam; tanggung jawab akademik";;;;;;;;;;;;;;"keterlibatan; dunia malam; tanggung jawab akademik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA INTENSITAS KETERLIBATAN AKTIF MAHASISWA DI DUNIA MALAM DENGAN TANGGUNG JAWAB AKADEMIK;;;;;;;;;;;;;;
201114023;201114023;;;;;;;BK;;;;;;31/12/2024;"pemaafan diri; self forgiveness; penerimaan diri; self acceptance; kebermaknaan hidup sosial; studi deskriptif";;;;;;;;;;;;;;"pemaafan diri; self forgiveness; penerimaan diri; self acceptance; kebermaknaan hidup sosial; studi deskriptif";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA PEMAAFAN DIRI (SELF-FORGIVENESS) DAN PENERIMAAN DIRI (SELF-ACCEPTANCE) TERHADAP KEBERMAKNAAN HIDUP SOSIAL MAHASISWA (STUDI DESKRIPTIF KORELASIONAL PADA MAHASISWA PROGRAM STUDI BIMBINGAN DAN KONSELING UNIVERSITAS SANATA DHARMA);;;;;;;;;;;;;;
191114086;191114086;;;;;;;BK;;;;;;31/12/2024;"pola asuh demokratis; altruisme; relawan";;;;;;;;;;;;;;"pola asuh demokratis; altruisme; relawan";;;;;;;;;20221;;;;;;;2022;;;;;;;;;HUBUNGAN ANTARA POLA ASUH DEMOKRATIS DENGAN ALTRUISME PADA RELAWAN DI GEREJA MAWAR SHARON (GMS) YOGYAKARTA ;;;;;;;;;;;;;;
201114008;201114008;;;;;;;BK;;;;;;31/12/2024;"resiliensi; kekerasan verbal; pacaran; fenomenologi";;;;;;;;;;;;;;"resiliensi; kekerasan verbal; pacaran; fenomenologi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;RESILIENSI SUBJEK YANG MENJADI KORBAN KEKERASAN VERBAL DALAM HUBUNGAN PACARAN (STUDI FENOMENOLOGI);;;;;;;;;;;;;;
201114053;201114053;;;;;;;BK;;;;;;31/12/2024;"kebahagiaan; pasangan pranikah; seksual; fenomenologi";;;;;;;;;;;;;;"kebahagiaan; pasangan pranikah; seksual; fenomenologi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;KEBAHAGIAAN PASANGAN PRA-NIKAH YANG SUDAH MELAKUKAN AKTIVITAS SEKSUAL (STUDI FENOMENOLOGI);;;;;;;;;;;;;;
201114046;201114046;;;;;;;BK;;;;;;31/12/2024;"pola asuh permisif; sosial emosi; anak usia dini";;;;;;;;;;;;;;"pola asuh permisif; sosial emosi; anak usia dini";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DAMPAK POLA ASUH PERMISIF TERHADAP KETIDAKMATANGAN SOSIAL EMOSI PADA ANAK USIA DINI (DI TAMAN KANAK-KANAK HAPPY BEAR PRESCHOOL KOTA YOGYAKARTA);;;;;;;;;;;;;;
201114084;201114084;;;;;;;BK;;;;;;31/12/2024;"kepercayaan diri; organisasi kemahasiswaan";;;;;;;;;;;;;;"kepercayaan diri; organisasi kemahasiswaan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN KEPERCAYAAN DIRI MAHASISWA BERDASARKAN KEIKUTSERTAAN ORGANISASI KEMAHASISWAAN;;;;;;;;;;;;;;
201114063;201114063;;;;;;;BK;;;;;;31/12/2024;"penerimaan diri; janda; cerai gugat";;;;;;;;;;;;;;"penerimaan diri; janda; cerai gugat";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENERIMAAN DIRI PADA JANDA CERAI GUGAT;;;;;;;;;;;;;;
201114065;201114065;;;;;;;BK;;;;;;31/12/2024;"toleransi beragama; asal sekolah";;;;;;;;;;;;;;"toleransi beragama; asal sekolah";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN TOLERANSI BERAGAMA PADA MAHASISWA UNIVERSITAS SANATA DHARMA DITINJAU DARI ASAL SMA;;;;;;;;;;;;;;
201114020;201114020;;;;;;;BK;;;;;;31/12/2024;"experiential learning; kemampuan pengelolaan emosi; penelitian tindakan";;;;;;;;;;;;;;"experiential learning; kemampuan pengelolaan emosi; penelitian tindakan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGGUNAAN EXPERIENTIAL LEARNING UNTUK  MENINGKATKAN KEMAMPUAN PENGELOLAAN EMOSI  PADA SISWA SD KANISIUS NGLINGGI (PENELITIAN TINDAKAN BIMBINGAN DAN KONSELING  PADA SISWA KELAS III-IV DI SD KANISIUS NGLINGGI);;;;;;;;;;;;;;
191114033;191114033;;;;;;;BK;;;;;;31/12/2024;"kepercayaan diri; role player; line";;;;;;;;;;;;;;"kepercayaan diri; role player; line";;;;;;;;;20221;;;;;;;2022;;;;;;;;;PERBEDAAN KEPERCAYAAN DIRI PENGGUNA AKUN ROLE-PLAYER DI LINE DI YOGYAKARTA;;;;;;;;;;;;;;
201114034;201114034;;;;;;;BK;;;;;;31/12/2024;"kestabilan emosi; seni karawitan";;;;;;;;;;;;;;"kestabilan emosi; seni karawitan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;KESTABILAN EMOSI PADA MAHASISWA ANGGOTA UKM SENI KARAWITAN MARA PANJER UNIVERSITAS SANATA DHARMA YOGYAKARTA;;;;;;;;;;;;;;
201114043;201114043;;;;;;;BK;;;;;;31/12/2024;"kecemasan; efikasi diri; pemilihan karier";;;;;;;;;;;;;;"kecemasan; efikasi diri; pemilihan karier";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA KECEMASAN MAHASISWA TINGKAT AKHIR DENGAN EFIKASI DIRI DALAM PEMILIHAN KARIR MASA DEPAN (DI PROGRAM STUDI BIMBINGAN DAN KONSELING ANGKATAN 2020 UNIVERSITAS SANATA DHARMA YOGYAKARTA);;;;;;;;;;;;;;
201114041;201114041;;;;;;;BK;;;;;;31/12/2024;"gangguan gadget; kedisiplinan belajar";;;;;;;;;;;;;;"gangguan gadget; kedisiplinan belajar";;;;;;;;;20231;;;;;;;2023;;;;;;;;;TINGKAT GANGGUAN GADGET DALAM KEDISIPLINAN BELAJAR (STUDI DESKRITIF PADA SISWA ASRAMA PUTRI CARLA SMA STELLA DUCE 2 YOGYAKARTA);;;;;;;;;;;;;;
201114078;201114078;;;;;;;BK;;;;;;31/12/2024;"strategi coping; perceraian; orang tua";;;;;;;;;;;;;;"strategi coping; perceraian; orang tua";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STRATEGI COPING PADA MAHASISWI YANG MENGALAMI PERCERAIAN ORANGTUA;;;;;;;;;;;;;;
201114068;201114068;;;;;;;BK;;;;;;31/12/2024;"penerimaan diri; anhedonia";;;;;;;;;;;;;;"penerimaan diri; anhedonia";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENERIMAAN DIRI PADA MAHASISWA DENGAN GANGGUAN ANHEDONIA;;;;;;;;;;;;;;
201114079;201114079;;;;;;;BK;;;;;;31/12/2024;"penyakit menular seksual; pms; panti asuhan; nonpanti asuhan";;;;;;;;;;;;;;"penyakit menular seksual; pms; panti asuhan; nonpanti asuhan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN PEMAHAMAN PENYAKIT MENULAR SEKSUAL (PMS) PADA MURID YANG TINGGAL DI PANTI ASUHAN DENGAN NON PANTI ASUHAN DI SMA XAVERIUS BATURAJA;;;;;;;;;;;;;;
201114110;201114110;;;;;;;BK;;;;;;31/12/2024;"konsep diri; asrama; kondisi keluarga asli";;;;;;;;;;;;;;"konsep diri; asrama; kondisi keluarga asli";;;;;;;;;20231;;;;;;;2023;;;;;;;;;KONSEP DIRI SISWA SMP SANTO ALOYSIUS TURI YOGYAKARTA YANG TINGGAL DI ASRAMA DILIHAT DARI KONDISI KELUARGA ASLI;;;;;;;;;;;;;;
201114007;201114007;;;;;;;BK;;;;;;31/12/2024;"harga diri; self esteem; kematangan karier";;;;;;;;;;;;;;"harga diri; self esteem; kematangan karier";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN HARGA DIRI (SELF-ESTEEM) DENGAN KEMATANGAN KARIR MAHASISWA TINGKAT AKHIR (STUDI DESKRIPTIF KUANTITATIF PADA MAHASISWA PROGRAM STUDI BIMBINGAN DAN KONSELING UNIVERSITAS SANATA DHARMA);;;;;;;;;;;;;;
201114075;201114075;;;;;;;BK;;;;;;31/12/2024;minat melanjutkan sekolah;;;;;;;;;;;;;;minat melanjutkan sekolah;;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN  MINAT MELANJUTKAN SEKOLAH DI PERGURUAN TINGGI ANTARA SISWA KELAS 12 SMA NEGERI DAN SWASTA DI KABUPATEN SIKKA MAUMERE;;;;;;;;;;;;;;
201114056;201114056;;;;;;;BK;;;;;;31/12/2024;"body image; kepercayaan diri";;;;;;;;;;;;;;"body image; kepercayaan diri";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN PENERIMAAN KEPUASAN BODY IMAGE DENGAN KEPERCAYAAN DIRI SISWA SISWI SMP NEGERI 1 WONOGIRI;;;;;;;;;;;;;;
201114036;201114036;;;;;;;BK;;;;;;31/12/2024;"modul; resiliensi; generasi z";;;;;;;;;;;;;;"modul; resiliensi; generasi z";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGEMBANGAN MODUL RESILIENSI UNTUK MAHASISWA GENERASI Z ANGKATAN 2022 PROGRAM STUDI BIMBINGAN DAN KONSELING UNIVERSITAS SANATA DHARMA;;;;;;;;;;;;;;
201114091;201114091;;;;;;;BK;;;;;;31/12/2024;"gaya kelekatan dewasa; toxic relationship";;;;;;;;;;;;;;"gaya kelekatan dewasa; toxic relationship";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA GAYA KELEKATAN DEWASA DENGAN TOXIC RELATIONSHIP PADA MAHASISWA BIMBINGAN DAN KONSELING YANG BERPACARAN ;;;;;;;;;;;;;;
201114096;201114096;;;;;;;BK;;;;;;31/12/2024;"emotional focused coping; konsumtif";;;;;;;;;;;;;;"emotional focused coping; konsumtif";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA EMOTIONAL FOCUSED COPING DENGAN PERILAKU KONSUMTIF PADA MAHASISWA PROGRAM STUDI BIMBINGAN DAN KONSELING;;;;;;;;;;;;;;
201114080;201114080;;;;;;;BK;;;;;;31/12/2024;"motivasi belajar; beasiswa; nonbeasiswa";;;;;;;;;;;;;;"motivasi belajar; beasiswa; nonbeasiswa";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN MOTIVASI BELAJAR ANTARA MAHASISWA PENERIMA BEASISWA DENGAN MAHASISWA NON BEASISWA;;;;;;;;;;;;;;
201114102;201114102;;;;;;;BK;;;;;;31/12/2024;self control;;;;;;;;;;;;;;self control;;;;;;;;;20231;;;;;;;2023;;;;;;;;;PERBEDAAN TINGKAT SELF CONTROL PADA MAHASISWA BIMBINGAN DAN KONSELING UNIVERSITAS SANATA DHARMA PENGGUNA MEDIA SOSIAL X (TWITTER) DITINJAU DARI JENIS KELAMIN;;;;;;;;;;;;;;
191114039;191114039;;;;;;;BK;;;;;;31/12/2024;pengendalian emosi;;;;;;;;;;;;;;pengendalian emosi;;;;;;;;;20221;;;;;;;2022;;;;;;;;;TINGKAT PENGENDALIAN EMOSI MAHASISWA BIMBINGAN DAN KONSELING UNIVERSITAS SANATA DHARMA ANGKATAN 2023;;;;;;;;;;;;;;
191114066;191114066;;;;;;;BK;;;;;;31/12/2024;"motivasi belajar; beasiswa";;;;;;;;;;;;;;"motivasi belajar; beasiswa";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALISIS PERBEDAAN TINGKAT MOTIVASI BELAJAR MAHASISWA PENERIMA BEASISWA KIP KULIAH MERDEKA (KIP-K MERDEKA) ANGKATAN 2023 UNIVERSITAS SANATA DHARMA DITINJAU DARI JENIS KELAMIN;;;;;;;;;;;;;;
191114067;191114067;;;;;;;BK;;;;;;31/12/2024;"karakter; kerja sama";;;;;;;;;;;;;;"karakter; kerja sama";;;;;;;;;20221;;;;;;;2022;;;;;;;;;SURVEI KARAKTER KERJASAMA ATLET BASKET DI DAERAH ISTIMEWA YOGYAKARTA;;;;;;;;;;;;;;
201114029;201114029;;;;;;;BK;;;;;;31/12/2024;"body shaming; penerimaan diri";;;;;;;;;;;;;;"body shaming; penerimaan diri";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN BODY SHAMING DENGAN PENERIMAAN DIRI PESERTA DIDIK KELAS VIII SMP SANTO ALOYSIUS TURI TAHUN AJARAN 2023/2024;;;;;;;;;;;;;;
201114050;201114050;;;;;;;BK;;;;;;31/12/2024;"media; komik; bimbingan kelompok; kemandirian";;;;;;;;;;;;;;"media; komik; bimbingan kelompok; kemandirian";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGEMBANGAN MEDIA KOMIK SEBAGAI SARANA BIMBINGAN KELOMPOK UNTUK MENINGKATKAN KEMANDIRIAN SISWA KELAS VIII SMP NEGERI 15 YOGYAKARTA (PENERAPAN PROJEK PENGUATAN PROFIL PELAJAR PANCASILA);;;;;;;;;;;;;;
201114101;201114101;;;;;;;BK;;;;;;31/12/2024;"point of view; skizofrenia";;;;;;;;;;;;;;"point of view; skizofrenia";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MEMAHAMI POINT OF VIEW PASIEN PENGIDAP SKIZOFRENIA DI PANTI REHABILITASI MENTAL PRIMA HARAPAN;;;;;;;;;;;;;;
201114010;201114010;;;;;;;BK;;;;;;31/12/2024;"manajemen waktu; bekerja; paruh waktu; fenomenologi";;;;;;;;;;;;;;"manajemen waktu; bekerja; paruh waktu; fenomenologi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MANAJEMEN WAKTU MAHASISWA YANG BEKERJA PARUH WAKTU (STUDI FENOMENOLOGI);;;;;;;;;;;;;;
201114107;201114107;;;;;;;BK;;;;;;31/12/2024;"studi kasus; adaptasi sosial; bipolar";;;;;;;;;;;;;;"studi kasus; adaptasi sosial; bipolar";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDI KASUS STRATEGI ADAPTASI SOSIAL PADA MAHASISWA DENGAN GANGGUAN BIPOLAR;;;;;;;;;;;;;;
201114044;201114044;;;;;;;BK;;;;;;31/12/2024;"cyberbullying; kepercayaan diri";;;;;;;;;;;;;;"cyberbullying; kepercayaan diri";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA PENGALAMAN SEBAGAI KORBAN CYBERBULLYING DENGAN KEPERCAYAAN DIRI PADA MAHASISWA PROGRAM STUDI BIMBINGAN DAN KONSELING;;;;;;;;;;;;;;
201114042;201114042;;;;;;;BK;;;;;;31/12/2024;"dukungan sosial; kesejahteraan psikologis; rantau; studi deskriptif";;;;;;;;;;;;;;"dukungan sosial; kesejahteraan psikologis; rantau; studi deskriptif";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN DUKUNGAN SOSIAL DENGAN KESEJAHTERAAN PSIKOLOGIS MAHASISWA RANTAU (STUDI DESKRIPTIF KORELASI PADA MAHASISWA BARU ANGKATAN 2023 PRODI BK UNIVERSITAS SANATA DHARMA YOGYAKARTA);;;;;;;;;;;;;;
201114086;201114086;;;;;;;BK;;;;;;31/12/2024;"motivasi kerja; petani";;;;;;;;;;;;;;"motivasi kerja; petani";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MOTIVASI KERJA PETANI SAWIT DI KECAMATAN BAHAR UTARA DAN IMPLIKASINYA PADA TOPIK BIMBINGAN UNTUK MENINGKATKAN MOTIVASI KERJA;;;;;;;;;;;;;;
201114092;201114092;;;;;;;BK;;;;;;31/12/2024;"motivasi; judi online";;;;;;;;;;;;;;"motivasi; judi online";;;;;;;;;20231;;;;;;;2023;;;;;;;;;MOTIVASI MAHASISWA BERMAIN JUDI ONLINE;;;;;;;;;;;;;;
201114054;201114054;;;;;;;BK;;;;;;31/12/2024;"bimbingan kelompok; home room; membolos";;;;;;;;;;;;;;"bimbingan kelompok; home room; membolos";;;;;;;;;20231;;;;;;;2023;;;;;;;;;EFEKTIVITAS BIMBINGAN KELOMPOK TEKNIK HOME ROOM UNTUK MENCEGAH PERILAKU MEMBOLOS KELAS XI DI SMK NEGERI 3 WONOSARI ;;;;;;;;;;;;;;
201114077;201114077;;;;;;;BK;;;;;;31/12/2024;"kepribadian; kreativitas mengajar";;;;;;;;;;;;;;"kepribadian; kreativitas mengajar";;;;;;;;;20231;;;;;;;2023;;;;;;;;;“HUBUNGAN KOMPETENSI KEPRIBADIAN DENGAN KREATIVITAS MENGAJAR PADA PENGAJAR SEKOLAH MINGGU DI GEREJA BATAK KARO PROTESTAN (GBKP) YOGYAKARTA”;;;;;;;;;;;;;;
201114116;201114116;;;;;;;BK;;;;;;31/12/2024;"toxic relationship; berpacaran; self esteem; dewasa awal";;;;;;;;;;;;;;"toxic relationship; berpacaran; self esteem; dewasa awal";;;;;;;;;20231;;;;;;;2023;;;;;;;;;HUBUNGAN ANTARA PENGALAMAN TOXIC RELATIONSHIP DALAM BERPACARAN DENGAN SELF ESTEEM MAHASISWA PADA TAHAP USIA DEWASA AWAL;;;;;;;;;;;;;;
201114106;201114106;;;;;;;BK;;;;;;31/12/2024;"pola asuh otoriter; agresivitas; berpacaran";;;;;;;;;;;;;;"pola asuh otoriter; agresivitas; berpacaran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;"""HUBUNGAN POLA ASUH OTORITER DENGAN AGRESIVITAS MAHASISWA DALAM HUBUNGAN BERPACARAN"" ";;;;;;;;;;;;;;
201114015;201114015;;;;;;;BK;;;;;;31/12/2024;"penerimaan diri; body image";;;;;;;;;;;;;;"penerimaan diri; body image";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PENGARUH PENERIMAAN DIRI TERHADAP BODY IMAGE SISWA KELAS X SMA STELLA DUCE 1 YOGYAKARTA;;;;;;;;;;;;;;
